INPUT:text_first,INPUT:text_second,OUTPUT:result,CONFIDENCE:result,vote_type,vote_different,vote_some_details_lost,vote_OK,average
Please confirm the details of the visit. Buchanan Gardens in the next Tomorrow.,"if you want to know the details of the visit, please let me know! buchanan gardens in the next moron",different,1,6,6,0,0,1
And where are you going?,What are you going to do?,different,1,6,6,0,0,1
Any more help needed?,Do you need any more assistance?,OK,0.9978,3,0,0,3,3
"Yup, you can take your kids there since its pretty pleasant place to visit. You can reach them at 323-667-2000.",yep you can take your kids there its pretty nice place to go. you can reach them at 323-667-2000,OK,0.9999,3,0,0,3,3
Thanks a lot. Back to that sushi restaurant. I want a table for four at 11:30 am.,Thank you very much. Return to that sushi restaurant. I would like to have a table for four at 11:30 am.,OK,0.9999,3,0,0,3,3
I have found 1 movie. What do you think abou Shazam!?,I've found 1 movie. what do you think abou shazam? i guess?,OK,0.9999,3,0,0,3,3
"I'd like a rental car, please.",I would like a rental car.,OK,0.9999,3,0,0,3,3
I will need it around 12:00 on the 8th of March till March 14th.,i'll need it around 12 on the 8th of march till march 14,OK,0.9934,3,0,0,3,3
Thanks. I also need an area hotel.,Thank you for the information. I also require an area hotel.,OK,0.9836,3,0,0,3,3
"Sorry, please make that four tickets after all, and make it the 4th instead.",sry make that 4 tickets after all and make it the 4th,OK,0.9997,12,0,1,2,2.666666667
"I would prefer to fly on American Airlines. I am travelling to Las Vegas, and I would like to depart from New York. I plan to be back on March 12th.",I would rather fly on American Airlines. I am going to Las Vegas and I would like to depart from New York. I plan to return on March 12th.,OK,0.9999,3,0,0,3,3
From LAX.,From Los Angeles.,OK,0.9999,12,1,0,2,2.333333333
What is your opinion about Courtyard By Marriott Long Beach Airport with the rating 4.4.,what do you think about courtyard by martin long beach airport?,some_details_lost,0.9999,3,0,3,0,2
The Arc The.Hotel is a nice 3 star selection among the 10 hotels I'm showing.,the arc hotel is a nice 3 star hotel,some_details_lost,0.9999,3,0,3,0,2
Thanks so much! Could you get me a cab there?,thanks so much! can u get me a cab there?,OK,0.9993,3,0,0,3,3
I'd like a more unisex salon. Can you look closer to San Mateo?,I want a more unisex salon. can u look closer to san mato?,OK,0.9999,3,0,0,3,3
I'm going to London. Just one person.,"I am going to London, and I'm going there. It is only one person.",OK,0.9999,13,0,1,3,2.75
Need your final confirmation to book a standard Ford Fusion car at Indira Gandhi International Airport for the pick up on March 1st at 6 pm and the drop-off date is March 2nd.,I need your final confirmation to book a Ford Fusion car at Indira Gandhi International Airport on March 1st.,some_details_lost,0.9999,3,0,3,0,2
"I want to travel to Atlanta, GA on March 1st and return on the 5th.","I want to go to Atlanta, GA on march 1st and then back on the 5th.",OK,0.9998,3,0,0,3,3
I need to finish making plans for my trip. Can you make a reservation for me at Carlton Arms Hotel from the 8th of this month through the 10th?,I need to finish planning for my trip. Can you make a reservation for me at the Carlton Arms Hotel on the eighth of this month?,some_details_lost,0.9954,3,0,3,0,2
"Yes, i want an appointment at 5 in the evening on 13th of March","Yes, I would like an appointment on the 13th of March.",some_details_lost,0.9954,3,0,3,0,2
"There is 1 option. It's called Bradley's fine Diner, its there in Menlo Park.","There is only one option available. It is called""Bradley's Fine Diner"" and it is located in Menlo Park.",OK,0.9876,12,0,1,2,2.666666667
"Please, I am confirming some details. You scheduled to visit the Blue Sky Apartments. And you want to visit the same one in day after tomorrow.","I'm confirming some details, please. you should go to the blue sky apartments. and you wanna go to the same one after tomorrow.",OK,0.9881,3,0,0,3,3
"There's a famous restaurant there that offers spicy noodles, it is called Lotus Thai Restaurant at Danville.",There is a famous restaurant in Danville that offers spicy noodles.,some_details_lost,0.9606,3,0,3,0,2
No problem at all. Is there anything else I can currently help you with?,no problem at all Is there anything else i can help you with right now?,OK,0.9974,3,0,0,3,3
Can you please confirm that you want to book a table for 2 people at Anjappar Chettinad Restaurant in Milpitas on March 7th at 6 pm?,you want to book a table for 2 people at anjappar chettinad restaurant in milpitas on march 7 at 6 pm,OK,0.9907,13,0,1,3,2.75
I am interested in attractions in Sacramento.,i like to go to california and see whats going on there.,different,0.9993,12,2,0,1,1.666666667
I can't book that. Would you like a 7 pm reservation for 2 at B K's Bistro on March 3rd?,I can not book that. Would you like a 7 pm reservation for two at BK's Bistro on March 3rd?,OK,0.9954,3,0,0,3,3
Please confirm your ride share for 1 people to go to 3117 16th st,Please confirm your ride share for one person to go to 3117-16th Street.,OK,0.99,3,0,0,3,3
I would like to find a restaurant that serves Parisian food.,i want to find a parisian restaurant,OK,0.99,3,0,0,3,3
I wanna travel to ATL on the 11th if it's posible.,I would like to go to ATL on the eleventh if it is possible.,OK,0.9904,3,0,0,3,3
There are 10 attractions that you can find interesting. One is Alcatraz which is a historical landmark.,"there are 10 things you can find interesting. one is alcatraz, which is a great historical landmark.",OK,0.9999,3,0,0,3,3
I need the car on Saturday this week at 13:30 till 4th of March.,i need the car on friday from 13:30 till 4th of march.,some_details_lost,0.9999,12,2,1,0,1.333333333
There is an American Airlines flight starting at 6:25 am and returning back at 11:20 am with ticket cost at $133,there is an american airlines flight starting at 6:25 am and coming back at 11:20.,some_details_lost,0.9999,3,0,3,0,2
In Philadelphia the event is called Blueface.,blueface in philippines,different,1,6,6,0,0,1
Please can you look for March 4th?,u can look for mary 4th?,different,0.9999,12,2,0,1,1.666666667
You can choose from 10 such hotels there. Can we go on with Bahia Resort Hotel which is 1 star?,"You can choose from ten similar hotels. Can we go on with the Bahia Resort Hotel, which is one star?",OK,0.963,12,0,1,2,2.666666667
"Can you please confirm that you want to add to your calendar the event named Movie show, which will happen on March 7th in 620 3rd Street at 8:15 pm?",if you want to add it to your calendar...marth 7th in 620 3rd street at 8:15,some_details_lost,0.9876,3,0,3,0,2
"I want for the event to be happening on Thursday next week. I usually enjoy Concert events, and for the event to take place around Berkeley.",i want it to be on friday next week. i usually like concert events and for the one around berkeley.,some_details_lost,0.9962,12,1,2,0,1.666666667
I need to pick it up in San Diego.,I would like to pick it up in San Diego.,OK,0.9595,3,0,0,3,3
"Of course! Where will you be departing from, when would you like to leave, and where is your destination?","Of course, of course! where are you going from, when do u wanna go out and where is your destination?",OK,0.9595,3,0,0,3,3
I'm looking for events next Wednesday in the Stanford area. I'd need 3 tickets.,I am looking forward to events next Wednesday in the Stanford area. I would require three tickets.,OK,0.9654,12,1,0,2,2.333333333
Search revealed 10 attractions. 92nd Street Y is a Performing Arts venue.,Searched for ten attractions. The 92nd Street Y is a performing arts venue.,OK,0.9946,3,0,0,3,3
I want it on the 4th,I want it on the fourth of April.,some_details_lost,0.9775,3,0,3,0,2
"Sure, would you like a flexible ticket for a bus departing at 7 am, which will cost you $41?","Yes, would you like a flexible ticket for a bus departing at 7 AM?",some_details_lost,0.9815,3,0,3,0,2
Does the flight have any stops? And what's my arrival time at the destination?,Does it have any stops on the flight? and what is my arrival time at the destination?,OK,0.9936,3,0,0,3,3
"Yes, That is correct. can you check how many stops the flight has?",yeah thats right. how many stops does the flight have?,OK,0.9936,3,0,0,3,3
Would you like to make a transaction?,Would you like to make a purchase?,OK,0.9999,3,0,0,3,3
"Sure thing, please confirm you want a Luxury ride to ANZ Stadium for 3 people. Is this correct?","Yes, please confirm that you want a luxury ride to Anz Stadium for three people. Is that correct?",OK,0.9999,3,0,0,3,3
"I would be leaving form paris, France. There would be two of us and I want to return on the 12th.","I would like to leave Paris, France. There would be two of us and I would like to return on the 12th.",OK,0.9968,3,0,0,3,3
"Get me a rental car in San Fran. I'll pick it up on the 2nd of this month, returning it on the 3rd of this month?",Get me a rental vehicle in San Fran. I will pick it up on the 2nd of this month and return it on the third of this month.,OK,0.9968,3,0,0,3,3
Yup. There is a 4.5 rating hotel named Acme Hotel Company Chicago. Do you like to stay here?,"Yes, I agree. There is a 4.5 rating hotel called Acme Hotel Company Chicago. Do you enjoy staying here?",OK,0.9999,3,0,0,3,3
I would like some Pizza in the city of San Jose.,i want some pizza in the city of san joseph.,some_details_lost,0.998,12,0,2,1,2.333333333
"No, that's all I need right now.","No, that is all I need at this moment.",OK,0.9538,3,0,0,3,3
There's a bus that leaves at 8:10 am. Economy tickets are $30.,There is a bus leaving at 8:10 am. The cost is $30 for the economy tickets.,OK,0.9997,3,0,0,3,3
"Great! Just to confirm, you are picking the Full-size Hyundai Tucson up at the Salesforce Transit Center, next Monday at 5 pm, and will be dropping it off on March 9th.","That is great. To confirm, you are picking the full size Hyundai Tucson up at the Salesforce Transit Center on March 9th.",some_details_lost,0.9999,3,0,3,0,2
No. My friend is no longer available. Please make that 1 ticket on the 9th.,"no, no. My friend isn't available anymore. Make that 1 ticket on the 9th",OK,0.9999,3,0,0,3,3
Hello. What is the weather going to be like in SD on the March 12th?,"Hello, hello. What will the weather be like in SD on March 12th?",OK,0.9999,3,0,0,3,3
Would you like to purchase tickets now?,wanna buy tickets now?,OK,0.9999,3,0,0,3,3
Confirming a table for 4 people at Harumi Sushi on March 13th at 1:30 pm in Cupertino.,Harumi Sushi- March 13 at 11:30 in Cupertino.,some_details_lost,0.9958,12,1,2,0,1.666666667
Is there any specific type of event you are looking for? You can say things like Music or Sports.,Is there any specific type of event that you are looking for? You can say things such as music or sports.,OK,0.9965,3,0,0,3,3
Your total booking cost will be$66,Your total booking cost will be approximately $6.,some_details_lost,0.9998,13,1,3,0,1.75
Fume in Napa might work for you.,if you are in napa it might work for you,different,1,6,6,0,0,1
what more you need?,What else do you need?,OK,0.9965,3,0,0,3,3
"Yeah, I'd like to see the Sparks vs Mystics.","Yes, I would like to see the movie Sparks versus Mystics.",OK,0.9999,3,0,0,3,3
"Okay, sounds good. I'd like to visit the apartment on March 1st.",That sounds good. I would like to visit the apartment on March first.,OK,0.9969,3,0,0,3,3
Thank you. Can you check the balance in my checking account?,"Thank you, I appreciate you. Could you check the balance in my checking account?",OK,0.9984,3,0,0,3,3
What time is that at?,What time are you at?,different,1,6,6,0,0,1
Is there any Rock events playing on March 8th?,is there any rock on march 8th?,OK,0.9999,3,0,0,3,3
Appointment is confirmed. They average a 4.8 rating and their address is 2556 Telegraph Avenue#4.,"if you have to ask, then it's done. they average 4.8 and their address is 2556 telegraph avenue#4",OK,0.9951,13,0,1,3,2.75
"Okay, please confirm that you'd like to make a booking for 2 people today at Khana Peena in Berkeley at 1:30 pm.",Please confirm that you would like to make a reservation for two people at Khana Peena in Berkeley.,some_details_lost,0.9999,3,0,3,0,2
"Yes, which is your favorite and interested food to search for nice place?",YES WHAT IS YOUR FAVORITE AND INTEREST FOOD TO SEARCH FOR A GOOD PLACE?,OK,0.9965,3,0,0,3,3
"Atlanta, GA.","Atlanta, Georgia.",OK,0.9965,3,0,0,3,3
Reserving a table for 2 at El Morocco in Pleasant Hill at 6 pm on March 7th; shall I proceed?,I will reserve a table for two at El Morocco on March 7th.,some_details_lost,0.9938,3,0,3,0,2
I was able to locate 1 showtime for the movie at 8 pm in Marina Theatre.,I was able to locate one showtime at 8 pm in the Marina Theatre.,OK,0.9884,3,0,0,3,3
I am booking 1 ticket for a bus traveling from Sacramento to San Diego on March 14th at 10:20 am. Is this correct?,i'm booking 1 ticket for a bus from california to san diego march 14 at 10:20 Is it right?,some_details_lost,0.9999,3,0,3,0,2
"I have found 2 apartments, Plaza Del Sol Apartments, at 790 2nd Street West. It has 1 bedroom and 1 bath. It has a low rent of 1950 dollars per month.",I have found two apartments at 790 2nd Street West. It has one bedroom and one bathroom. It has a low rent of fifty dollars per month.,some_details_lost,0.9602,3,0,3,0,2
"The cab has been booked and is on-route, it will cost $18.76 and will arrive in 8 minutes.",the cab has been booked and it's on-route,some_details_lost,0.9999,3,0,3,0,2
That is perfect. What is the cost?,thats perfect. whats the cost?,OK,0.9945,3,0,0,3,3
I want Basketball events on 5th of March. Please find me some.,I would like to have basketball events on the 5th of March. Please find me some!,OK,0.9945,3,0,0,3,3
I would need to use the car on the 6th at evening 5 in London.,i would have to use the car on the 6th at night 5 in london,OK,0.9999,12,0,1,2,2.666666667
"I will be staying in the Phoenix, AZ area.","I will stay in the Phoenix, Arizona area.",OK,0.9999,3,0,0,3,3
Please search in Redwood city for Sushi.,Please search for Sushi in Redwood City.,OK,0.9999,12,0,1,2,2.666666667
Please confirm: 4 tickets for tomorrow.,Please confirm that there will be four tickets for tomorrow.,OK,0.9999,3,0,0,3,3
I'll book that as soon as you confirm you'd like a pool for 3 to 383 Miller Avenue.,i'll book it as soon as you say you want a pool for 3 to 383 Miller Ave.,OK,0.9959,3,0,0,3,3
I'm sorry that didn't work. What about making your reservation for 2 at sushi tri at 1 pm instead? Still for March 1st.,Sorry that didn't work what about making a reservation for 2 at sushi tri at 1 pm instead? still for march 1st,OK,0.9956,3,0,0,3,3
"Kindly ensure that, on March 13th at 1 pm a Full-size car pick up you from Santa Fe Depot . It will drop-off you on March 14th.",Just make sure that on march 13 at 1 pm a full size car pick up from Santa Fe Depot. it will drop off you on march 14,OK,0.9999,3,0,0,3,3
Nice. Check out places to chow down around there. Can't go wrong with Pizza and Pasta.,"Nice, huh? check out places to chow down around there Pizza and Pasta can't go wrong.",OK,0.9999,3,0,0,3,3
I'm traveling from Atlanta to New York City and I want to return on the 11th.,I am traveling from Atlanta to New York City and I want to return on the eleventh.,OK,0.9851,3,0,0,3,3
"Sorry, I couldn't make your reservation. Anything else I can help you with?","Sorry, I was unable to make your reservation. Is there anything else that I can help you with?",OK,0.9851,3,0,0,3,3
"Sure, set me up for March 12th","Yes, set me up for March 12,th.",OK,0.9999,3,0,0,3,3
I have reserved the car. It would cost$96 in all.,I have reserved the vehicle. It would cost approximately $96 in all.,OK,0.9891,12,0,1,2,2.666666667
Sure. 1 Economy extra from Anaheim to Las Vegas for next Wednesday at 12:30 pm. Do I got that right?,"Yes, yes. One Economy Extra from Anaheim to Las Vegas for next Wednesday at 12:30 pm. Is that correct?",OK,0.9919,3,0,0,3,3
Please can you change it to the 13th at 12:00?,u can change it to the 13th at 12?,OK,0.983,3,0,0,3,3
"Okay, thanks. Now please find me a movie to watch online, preferably one directed by Chris Butler.","ok thanks Now find me a movie to watch online, maybe one by Chris Butler.",OK,0.9953,3,0,0,3,3
Okay. Can you give me their contact info? Do they have liquor there?,"ok, okay... can u give me their contact info?? do they have liquor there.",OK,0.9981,3,0,0,3,3
"Okay. So you're going to want a regular ride with just 1 seat going to F3, 900 Blake Wilbur Drive, Correct?","Okay, I agree. You are going to want a regular ride with only one seat on F3900 Blake Wilbur Drive.",some_details_lost,0.952,12,0,2,1,2.333333333
I would like a moderate priced Oriental place to eat.,i want a cheap oriental place to eat.,some_details_lost,0.9831,3,0,3,0,2
"I want to pick it up at 9 in the morning on March 4th in Seattle, WA.",i wanna pick it up at 9 in the morning on march 4th in Seattle WA,OK,0.9994,3,0,0,3,3
"Sure. There are 2 attractions that you may like. I recommend Pixar Pier, a Tourist Attraction.","Yes, yes. There are two attractions you may enjoy. I recommend Pixar Pier as a tourist attraction.",OK,0.9994,3,0,0,3,3
"OK, have a great day!",I wish you a great day.,OK,0.9994,3,0,0,3,3
I have 1 flight with United Airlines matching that description. The cost of the flight is$228 per ticket. Your departure time will be 8:15 am and your return flight departure time is 6:05 pm.,I have one flight with United Airlines matching the description. The cost of the ticket is$228. Your departure time will be 8:15 AM and your return flight time will be 6:05 PM.,OK,0.9953,3,0,0,3,3
"I need the car around 13:30, in NY",I need the car around 13:30 in New York City.,OK,0.999,3,0,0,3,3
The event name is Lyfe Jennings at Sony Hall On next Tuesday at 8 pm,The event name of the event is Lyfe Jennings at Sony Hall on Tuesday at 8 pm.,OK,0.9871,3,0,0,3,3
You would like economy tickets for 4 on an american airlines flight from chicago to london that leaves on march 4th at 4:30 am and returns on march 14th at 2:05 pm.,You would like Economy tickets for four on an American Airlines flight from Chicago to London.,some_details_lost,1,3,0,3,0,2
Thanks. I also need a hotel room there.,thanks:-) i need a hotel room there too.,OK,0.9871,3,0,0,3,3
"Yes, that is correct. Can I get a contact number for this place?",yea thats right. can i get a contact# for this place?,OK,0.9888,12,0,1,2,2.666666667
I am traveling to Las Vegas on the 10th and returning on March 13th.,I am going to Las Vegas on the tenth and will return on March thirteenth.,OK,0.9594,3,0,0,3,3
Hellboy is the movie I want to see and I want to see if in Santa Rosa on the 4th of this month.,Hellboy is the movie I want to see and I would like to see it on Santa Rosa on the fourth of this month.,OK,0.9625,3,0,0,3,3
"There's no place like home, but I'm looking for a little adventure for our vacation. What do you recommend for a nice Tuxedo event coming up in Philly for 2 persons?","There is no place like home, but I am looking for a little adventure on our vacation. What do you recommend for a Tuxedo event coming up in Philadelphia for two people?",OK,0.9594,3,0,0,3,3
Congratulations. Your car has been reserved. You should be receiving a confirmation email shortly.,"Congratulations, congratulations. Your vehicle has been reserved. You should receive a confirmation email soon.",OK,0.9999,3,0,0,3,3
"Great, please confirm you would like to play Be Alright on the TV.","Please confirm that you would like to play""Be Alright on the television.""",OK,0.9999,13,0,1,3,2.75
"I am seeking things to do, possibly in SD.","i'm looking for things to do, maybe in SD.",OK,0.9931,3,0,0,3,3
You can call them at+1 323-852-7000.,You can call them at number 323-852-7000.,OK,0.9999,3,0,0,3,3
Can you get me a bus from Las Vegas to LAX on March 14th?,Can you provide me with a bus from Las Vegas to Los Angeles on March 14th?,OK,0.9999,3,0,0,3,3
Your tickets have been booked.,Your tickets have been purchased.,OK,1,3,0,0,3,3
"Please let me know your preferred hotel, as well as the city I should search in.",LET ME KNOW YOUR FAVORITE HOTEL AND THE CITY I SHOULD SEARCH IN,OK,0.9999,3,0,0,3,3
"There is a good property called Alpine Vista Apartments with 4 bed rooms and 3 baths at 1282 Mattox Road costing at $5,150 per month.",There is a good property called Alpine Vista Apartments with four bedroom rooms and three baths at 1282 Mattox Road.,some_details_lost,0.9999,3,0,3,0,2
Thanks a lot for everything! That will be all for now!,Thank you for everything. That is all for now.,OK,0.9997,3,0,0,3,3
I will be visiting San Fran.,i'm going to san francisco.,OK,0.9997,3,0,0,3,3
There are 10 attractions which suits you. You should checkout 360 CHICAGO which is a Tourist Attraction,"There are ten attractions that suit you. You should visit 360 Chicago, which is a tourist attraction.",OK,0.9999,3,0,0,3,3
"No, please play it with subtitles.","nope, play it with subtitles.",OK,0.9999,3,0,0,3,3
Great. Thanks. That's all.,That is a great idea. Thank you for the information. That is all that matters.,some_details_lost,0.9999,12,2,0,1,1.666666667
"I'd like to depart from Atlanta, GA on the 11th of March to travel to San Francisco.","I would like to leave Atlanta, GA on the 11th of March to go to San Francisco.",OK,0.9999,3,0,0,3,3
I would like to make a transfer of $1670 to Raghav.,i want to transfer$1670 to raghav,OK,0.9532,3,0,0,3,3
"Can I pick it up later today? I want to pick it up at 10 am, and I'll only need it until next Tuesday.",can i pick it up later today? i want to pick it up at 10 am and i'll only need it until next Tuesday.,OK,0.9532,3,0,0,3,3
"I want to go from Long Beach, CA to LA on the 8th of this month.","I would like to go from Long Beach, California to Los Angeles on the 8th of this month.",OK,0.9997,3,0,0,3,3
What do I have schedule Tuesday next week?,what do i have for thursday next week?,different,0.9999,12,2,0,1,1.666666667
Sounds good. I would like to find a house to stay in there. It should be 4.3 or higher. I need the place or one person.,That sounds good. I would like to find a house to stay in. It should be 4.3 or above. I need the place or someone else.,OK,0.9986,3,0,0,3,3
"Do you have anything in mind? Like Indian, Italian, Chinese, or anything else?","do u have anything in mind? like indian, italian, chinese, etc.",OK,0.9658,3,0,0,3,3
"Correct, entry is free. Their phone number is(212) 769-5100","I agree, entry is free. Their phone number is 212-769-5100.",OK,0.9658,3,0,0,3,3
"Please verify the following information: you are picking up a full-size vehicle from Grand Central Station on March 7th at 6:30 pm, and will drop it off on March 8th.",check out the following info: you're picking up a full size car from grand central station on march 7 at 6:30 pm and dropping it off on march 8th,OK,0.9658,3,0,0,3,3
Please confirm: scheduling a visit to Alpine Vista Apartments on March 12th.,Please confirm that you are planning to visit Alpine Vista Apartments on March 12th.,OK,0.9999,3,0,0,3,3
Okay. Please confirm that you'd like All I am played over the Kitchen speaker.,"Okay, I agree. Please confirm that you would enjoy All I Am Played Over the Kitchen Speaker.",OK,0.9999,3,0,0,3,3
What will be the time of pick up?,what is the time of pick up?,OK,0.9882,12,0,1,2,2.666666667
"Sure, it is my pleasure to assist you. Enjoy!","Sure, it's my pleasure to help u. Enjoy :)",OK,0.9985,3,0,0,3,3
The event is taking place at SOMO Village Event Center at 1100 Valley House Drive.,Somo Village Event Center 1100 Valley House Drive,some_details_lost,0.9852,12,0,2,1,2.333333333
"Okay, I reserved 3 rooms for 2 days with the check in date as March 5th in New York at 1 Hotel Brooklyn Bridge.",ok i reserved 3 rooms for 2 days at 1 hotel boston bridge,some_details_lost,0.998,3,0,3,0,2
Please confirm: You want me to make a reservation for 3 people at Papa Ray's Pizza in Daly City on March 1st at 7 pm.,Please confirm that you would like me to make a reservation for three people at Papa Ray's Pizza in Daly City on March 1st at 7 PM.,OK,0.9999,3,0,0,3,3
"Make it on the 1st of this month. Actually, book it at 14:00.",Make it on the first day of this month. You should book it at 14:00.,OK,0.9999,3,0,0,3,3
How many people are going.,How many people are attending?,OK,0.969,12,0,1,2,2.666666667
what about a historical landmark called angels flight railway,what about a landmark called angels flight railway?,some_details_lost,0.9515,3,0,3,0,2
1 showtime is there at 7:30 pm in Vogue Theatre.,One showtime is at 7 p.m. in the Vogue Theatre.,some_details_lost,0.9515,3,0,3,0,2
Found 2 results. Hope the outbound flight with Southwest Airlines which leaves at 3:15 pm and the return flight leaves at 4:35 am under ticket price $293 is okay to you. How about your opinion?,There were two results. I hope the outbound flight with Southwest Airlines leaves at 3:15 PM and the return flight leaves at 4:35 pm. What is your opinion?,some_details_lost,0.9998,12,1,2,0,1.666666667
Have a fun time!,Have fun!,OK,0.9999,15,1,0,5,2.666666667
Great! Glad I could help. Have a great day.,i think it is great! Glad i could help! Have a great day!,OK,0.9675,3,0,0,3,3
I would like to find a movie to watch in Sonoma.,i wanna find a movie in sonoma.,OK,0.9999,12,0,1,2,2.666666667
Yes. How mnuch will it cost in total?,"yea, yeah. how much will it cost total?",OK,0.9999,3,0,0,3,3
What will the weather be like in Vacaville on the March 10th?,What will the weather be like on March 10th?,some_details_lost,0.9969,3,0,3,0,2
There are 10 songs you might like. What do you think of All On Me by Devin Dawson from the album Dark Horse.,"There are ten songs that you may enjoy. What do you think of""All On Me"" by Devin Dawson, from the album Dark Horse?",OK,0.9999,12,0,1,2,2.666666667
What's your desired pickup area?,What is your desired pickup location?,OK,0.9926,3,0,0,3,3
Can I have something else? I want to fly with Delta Airlines. Look for flights from Paris.,Could I have something else? I would like to fly with Delta Airlines. You should look for flights from Paris.,OK,0.9926,3,0,0,3,3
I can pick up the car in the afternoon 12:30.,I am able to pick up the car in the afternoon.,some_details_lost,0.9668,3,0,3,0,2
"The flight arrives at 10:11 am, it is not refundable.",the flight comes at 10:11 and it's not refundable.,OK,0.9929,3,0,0,3,3
Label it Apartment visit and put the time for 12:30 in the afternoon.,"Label it""Apartment Visit"" and put the time for one hour in the afternoon.",some_details_lost,0.9668,3,0,3,0,2
"Please confirm that you want to fly from Atlanta to Washington on Southwest Airlines, leaving on March 9th at 9:40 pm and returning on March 11th at 2:35 pm, with 3 seats in Economy.",Please confirm that you would like to fly from Atlanta to Washington on Southwest Airlines.,some_details_lost,0.9999,3,0,3,0,2
Where would you be heading and when would you like to return?,where would u be heading and when do you wanna go back?,OK,0.9977,3,0,0,3,3
With your permission 1 Economy ticket on Delta Airlines from New York on March 3rd to Los Angeles and a return flight March 13th at 12:45 pm with an onward flight leaving at 6 am will be purchased.,"With your permission, one Economy ticket on Delta Airlines from New York on March 3rd to Los Angeles will be purchased.",some_details_lost,0.9999,3,0,3,0,2
"Yes, that is right. What is their phone number?",yea that's right. what is their phone#?,OK,0.999,3,0,0,3,3
there is an ophthalmologist in antioch by the name of bay area retina associates. Would the be ok?,There is an ophthalmologist in Antioch by the name of Bay Area Retain Associates. Would that be acceptable?,OK,0.9705,12,1,0,2,2.333333333
There are 6 buses. A bus leaves at 8 am. The Flexible ticket costs$45,There are six buses in the area. A bus leaves at 8 AM. The flexible ticket costs$45 for each person.,OK,0.9771,13,0,1,3,2.75
Pick up Sunday this week in Portland and return the 6th of March.,Pick up Sunday this week in Portland and return on the 6th of March.,OK,0.9928,3,0,0,3,3
Actually I'd like to find Pop events. Can you find anything on the 9th of March.,i really want to find pop. can u find anything on the 9th of march?,OK,0.9945,3,0,0,3,3
"I'm leaving from San Diego, on the 1st. I'll be visiting Phoenix, AZ.","I am leaving San Diego on the first day. I will visit Phoenix, Arizona.",OK,0.9684,3,0,0,3,3
"Yes, I want to put that appointment on my calendar. Put it on as a 11 am event.",yeah i wanna put that on my calendar. put it on as a 11 am event.,OK,0.9897,3,0,0,3,3
"Yes, they do have laundry service. The total amount for the booking is 6120 dollars. And everything is confirmed.",yes they have laundry service. the total for booking is 6120 bucks. and everything is confirmed!,OK,0.9973,3,0,0,3,3
I need you to get me a rental ride. I need intermediate type at 3:30 in the afternoon on the 10th of March.,I need you to give me a rental ride. I need intermediate typing on the afternoon of the 10th of March.,some_details_lost,0.9953,12,1,2,0,1.666666667
Hello. I am looking for a doctor nearby.,hi i mean hello i'm looking for a doctor near me.,OK,0.9999,3,0,0,3,3
What is the property's phone number? Is it furnished?,What is the phone number of the property? Is this furnished?,OK,0.9969,3,0,0,3,3
I appreciate it. That would be all. Good bye!,I like it a lot. that would be all good bye!,OK,0.9654,12,0,1,2,2.666666667
I was unable to reserve that car. How about a Volkswagen GTI? It is available for pickup on March 5th at the Sky Harbor International Airport. It costs$54 total.,I was unable to reserve that vehicle. What about a Volkswagen GTI? It is available on March 5th at Sky Harbor International Airport. It costs$54 per person.,some_details_lost,0.9915,3,0,3,0,2
"There are 2 available flights, one of which is an American Airlines flight with 0 layovers which departs at 6:05 am and costs $78.","There are two available flights, one of which is an American Airlines flight with no layovers.",some_details_lost,0.984,3,0,3,0,2
"So I'll reserve 1 room at Penn'S View Hotel in Philadelphia, from today until March 11th. Is that okay?",So I'll reserve 1 room at Penn's View Hotel in Philadelphia from today till march 11th is that ok?,OK,0.9999,3,0,0,3,3
My 3 person group is staying at Los Angeles from March 8th to March 14th.,my 3 person group is staying in los angeles from march 8 to march 14,OK,0.9999,3,0,0,3,3
Find me movies playing in SFO.,find me movies playing in sf.,OK,0.9935,3,0,0,3,3
Please give confirmation details: Run the song Pyaw Nay Par on TV,"if you know, run the song pyaw nay par on tv.",some_details_lost,0.9504,12,0,2,1,2.333333333
I am starting my travel from Philly to San Francisco on march 5th.,I am beginning my journey from Philadelphia to San Francisco on March 5th.,OK,0.9999,3,0,0,3,3
I want something romantic.,I would like to have something romantic.,OK,0.9991,3,0,0,3,3
With your permission 1 Economy ticket on Delta Airlines from New York on March 3rd to Los Angeles and a return flight March 13th at 12:45 pm with an onward flight leaving at 6 am will be purchased.,1 Economy ticket on delta airlines from new york march 3rd to los angeles- 12:45 pm,some_details_lost,0.9952,3,0,3,0,2
"Sure. Just to confirm, your appointment will be set for 4 pm next Monday.","yea, yes. just to confirm your appointment is 4 pm next monday.",OK,0.9969,12,0,1,2,2.666666667
I am search for a Doctor. I want to check my health and I need to find a General Practitioner in Palo Alto. Can you help me find someone there.,i'm looking for a doctor. i want to check my health and find a general practitioner in palo alto. can u help me find someone there?,OK,0.9999,3,0,0,3,3
"Sure. To confirm, you want to pick it up on March 3rd and return it on March 4th. Is that right?","Yes, yes. To confirm, you would like to pick it up on March 3rd and return it on March 4th. Is it correct?",OK,0.9999,3,0,0,3,3
I want to have the Concord car from the 8th up to the March 9th.,i want to have the concord car from 8th till march 9th,OK,1,3,0,0,3,3
Missing Link would be nice to watch. Can you tell me the time when I can watch this movie?,Missing Link would be a nice movie to watch. Can you tell me when I can watch this movie?,OK,0.9999,12,1,0,2,2.333333333
